Completed 900 requests in 19.48s
Throughput: 46.20 requests/sec

#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        670041                      325900                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        790562                      364831                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        680752                      332609                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        667348                      319192                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        672742                      331294                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        677330                      332553                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        671285                      320476                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        673397                      325907                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676252                      331395                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676252                      331395                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        939551                      353609                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        790325                      313786                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        663878                      320417                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        685505                      332620                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        660700                      319234                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        732612                      347369                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        674013                      325901                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        669395                      319198                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        669395                      319198                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        673930                      320419                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        951918                      365591                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        812281                      331253                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        680102                      327218                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        686073                      337958                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        683262                      327107                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676557                      325815                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676557                      325815                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        682721                      337959                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676722                      325894                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        664014                      319241                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        776495                      363517                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        663350                      325930                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676673                      339219                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        672599                      319129                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        790713                      340228                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        790713                      340228                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        743185                      327212                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        686007                      325868                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        672637                      331280                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679418                      337978                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        793915                      358158                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        677942                      325838                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        677789                      327055                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        683498                      326012                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        683498                      326012                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        717317                      335321                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        670544                      327099                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        683261                      337942                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        685832                      332439                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        959493                      360688                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        825636                      332568                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        672791                      331292                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        666180                      331368                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        666180                      331368                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        659341                      324568                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        719092                      340622                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676500                      331227                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        682059                      330774                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        681464                      325920                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        690477                      330769                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        684141                      331208                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        673219                      320440                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        673219                      320440                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        675975                      331232                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        810269                      352378                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        752568                      332572                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        674069                      332589                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        682914                      325970                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        673858                      325767                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        880828                      408461                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        880828                      408461                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        802398                      371888                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        792547                      371902                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        783165                      366474                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        797952                      377288                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        793964                      366571                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        796640                      366555                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        796640                      366555                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        790951                      377735                      0                           0                           0                 0                 
GPU 0     0.256        0.963        0.184        0.700        0.106        0.007        0.000        3396440                     6567825                     0                           0                           0                 0                 
GPU 0     0.500        0.959        0.178        0.769        0.180        0.009        0.000        1886463                     3752518                     0                           0                           0                 0                 
GPU 0     0.500        0.965        0.178        0.778        0.169        0.009        0.000        1714478                     3455052                     0                           0                           0                 0                 
GPU 0     0.479        0.888        0.210        0.001        0.664        0.013        0.000        5985640                     28823793                    0                           0                           0                 0                 
GPU 0     0.479        0.888        0.210        0.001        0.664        0.013        0.000        5985640                     28823793                    0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.244        0.000        0.000        0.000        0.437        0.000        0.000        4831392                     17427534                    0                           0                           97                100               
GPU 0     0.313        0.709        0.126        0.411        0.298        0.004        0.000        4163784                     21026506                    0                           0                           97                100               
GPU 0     0.350        0.591        0.102        0.386        0.340        0.004        0.000        5172430                     20516043                    0                           0                           97                100               
GPU 0     0.310        0.506        0.070        0.083        0.426        0.001        0.000        6566358                     29206919                    0                           0                           97                100               
GPU 0     0.107        0.000        0.000        0.000        0.204        0.000        0.000        3826079                     13530612                    0                           0                           97                100               
GPU 0     0.313        0.697        0.132        0.307        0.363        0.006        0.000        4659656                     20097038                    0                           0                           97                100               
GPU 0     0.313        0.697        0.132        0.307        0.363        0.006        0.000        4659656                     20097038                    0                           0                           97                100               
GPU 0     0.331        0.472        0.052        0.033        0.503        0.001        0.000        9723798                     26442597                    0                           0                           97                100               
GPU 0     0.263        0.539        0.076        0.074        0.456        0.002        0.000        10238692                    33135534                    0                           0                           97                100               
GPU 0     0.244        0.444        0.058        0.064        0.436        0.001        0.000        7850082                     33369192                    0                           0                           39                39                
GPU 0     0.257        0.398        0.029        0.014        0.424        0.000        0.000        7345369                     30598773                    0                           0                           39                39                
GPU 0     0.232        0.437        0.057        0.063        0.399        0.001        0.000        5854335                     24470502                    0                           0                           39                39                
GPU 0     0.235        0.445        0.059        0.064        0.413        0.001        0.000        6144683                     26584885                    0                           0                           39                39                
GPU 0     0.235        0.445        0.059        0.064        0.413        0.001        0.000        6144683                     26584885                    0                           0                           39                39                
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.111        0.063        0.008        0.009        0.213        0.000        0.000        5406106                     21802110                    0                           0                           39                39                
GPU 0     0.227        0.479        0.062        0.069        0.324        0.001        0.000        6137022                     26925398                    0                           0                           39                39                
GPU 0     0.229        0.429        0.055        0.062        0.417        0.001        0.000        6168042                     24616489                    0                           0                           39                39                
GPU 0     0.234        0.441        0.057        0.064        0.411        0.001        0.000        6041215                     25625123                    0                           0                           39                39                
GPU 0     0.236        0.441        0.057        0.064        0.414        0.001        0.000        6787342                     29492884                    0                           0                           39                39                
GPU 0     0.184        0.444        0.068        0.062        0.366        0.001        0.000        5862404                     21181033                    0                           0                           36                38                
GPU 0     0.253        0.525        0.045        0.027        0.446        0.000        0.000        7563184                     33040844                    0                           0                           36                38                
GPU 0     0.253        0.525        0.045        0.027        0.446        0.000        0.000        7563184                     33040844                    0                           0                           36                38                
GPU 0     0.430        0.963        0.172        0.719        0.373        0.012        0.000        4999583                     14604163                    0                           0                           36                38                
GPU 0     0.477        0.964        0.171        0.722        0.292        0.011        0.000        2622467                     6867014                     0                           0                           36                38                
GPU 0     0.500        0.963        0.172        0.713        0.274        0.012        0.000        3002126                     7430535                     0                           0                           36                38                
GPU 0     0.467        0.841        0.265        0.511        0.315        0.011        0.000        2848595                     6409715                     0                           0                           36                38                
GPU 0     0.500        0.962        0.172        0.720        0.288        0.012        0.000        2564070                     6705725                     0                           0                           36                38                
GPU 0     0.500        0.962        0.172        0.720        0.288        0.012        0.000        2564070                     6705725                     0                           0                           36                38                
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.477        0.963        0.172        0.723        0.262        0.012        0.000        2630839                     7246967                     0                           0                           36                38                
GPU 0     0.478        0.962        0.172        0.719        0.281        0.012        0.000        2767837                     6694983                     0                           0                           96                37                
GPU 0     0.465        0.835        0.191        0.564        0.249        0.010        0.000        2782948                     7146490                     0                           0                           96                37                
GPU 0     0.500        0.972        0.170        0.763        0.278        0.009        0.000        2544884                     6135358                     0                           0                           96                37                
GPU 0     0.500        0.962        0.171        0.721        0.275        0.012        0.000        2544837                     7146204                     0                           0                           96                37                
GPU 0     0.477        0.962        0.171        0.722        0.281        0.012        0.000        2520488                     6625299                     0                           0                           96                37                
GPU 0     0.477        0.962        0.171        0.722        0.281        0.012        0.000        2520488                     6625299                     0                           0                           96                37                
GPU 0     0.500        0.963        0.172        0.720        0.284        0.012        0.000        2674486                     6884501                     0                           0                           96                37                
GPU 0     0.465        0.835        0.268        0.507        0.323        0.011        0.000        2695213                     6302087                     0                           0                           96                37                
GPU 0     0.500        0.963        0.171        0.722        0.290        0.012        0.000        2527264                     6544274                     0                           0                           96                37                
GPU 0     0.478        0.963        0.172        0.715        0.269        0.013        0.000        2617307                     7369424                     0                           0                           96                37                
GPU 0     0.476        0.964        0.172        0.717        0.287        0.012        0.000        2777448                     6666005                     0                           0                           96                37                
GPU 0     0.476        0.964        0.172        0.717        0.287        0.012        0.000        2777448                     6666005                     0                           0                           96                37                
GPU 0     0.466        0.837        0.271        0.481        0.307        0.014        0.000        2691228                     6853116                     0                           0                           96                37                
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.500        0.962        0.171        0.719        0.280        0.012        0.000        2506331                     6496524                     0                           0                           96                37                
GPU 0     0.496        0.963        0.171        0.722        0.264        0.012        0.000        2499841                     7237980                     0                           0                           96                37                
GPU 0     0.477        0.961        0.172        0.716        0.286        0.012        0.000        2671766                     6687171                     0                           0                           96                37                
GPU 0     0.466        0.826        0.198        0.544        0.262        0.011        0.000        2681303                     7372433                     0                           0                           96                37                
GPU 0     0.500        0.968        0.170        0.743        0.266        0.010        0.000        2477297                     6199064                     0                           0                           96                37                
GPU 0     0.500        0.968        0.170        0.743        0.266        0.010        0.000        2477297                     6199064                     0                           0                           96                37                
GPU 0     0.500        0.963        0.172        0.721        0.271        0.012        0.000        2485953                     7009205                     0                           0                           100               34                
GPU 0     0.478        0.962        0.171        0.712        0.283        0.013        0.000        2590781                     6710551                     0                           0                           100               34                
GPU 0     0.484        0.903        0.160        0.674        0.260        0.011        0.000        2680500                     7827044                     0                           0                           100               34                
GPU 0     0.500        0.973        0.211        0.728        0.301        0.009        0.000        2592257                     6062351                     0                           0                           100               34                
GPU 0     0.500        0.962        0.171        0.718        0.288        0.012        0.000        2520099                     6843614                     0                           0                           100               34                
GPU 0     0.500        0.962        0.171        0.718        0.288        0.012        0.000        2520099                     6843614                     0                           0                           100               34                
GPU 0     0.477        0.963        0.171        0.718        0.282        0.012        0.000        2523751                     6570709                     0                           0                           100               34                
GPU 0     0.500        0.963        0.172        0.716        0.282        0.012        0.000        2551408                     7290068                     0                           0                           100               34                
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.500        0.974        0.260        0.652        0.337        0.013        0.000        2586394                     6232497                     0                           0                           100               34                
GPU 0     0.500        0.963        0.171        0.721        0.305        0.012        0.000        2659058                     7195824                     0                           0                           100               34                
GPU 0     0.477        0.963        0.171        0.721        0.291        0.012        0.000        2727677                     6805342                     0                           0                           96                37                
GPU 0     0.500        0.964        0.172        0.714        0.287        0.012        0.000        2588923                     6966810                     0                           0                           96                37                
GPU 0     0.500        0.964        0.172        0.714        0.287        0.012        0.000        2588923                     6966810                     0                           0                           96                37                
GPU 0     0.485        0.914        0.276        0.568        0.332        0.012        0.000        2603452                     5932312                     0                           0                           96                37                
GPU 0     0.500        0.963        0.171        0.728        0.301        0.012        0.000        2563284                     6667016                     0                           0                           96                37                
GPU 0     0.476        0.963        0.171        0.721        0.288        0.012        0.000        2825090                     6704777                     0                           0                           96                37                
GPU 0     0.500        0.965        0.172        0.718        0.305        0.012        0.000        2975605                     7239021                     0                           0                           96                37                
GPU 0     0.466        0.839        0.264        0.516        0.329        0.011        0.000        2701126                     6196956                     0                           0                           96                37                
GPU 0     0.466        0.839        0.264        0.516        0.329        0.011        0.000        2701126                     6196956                     0                           0                           96                37                
GPU 0     0.500        0.962        0.171        0.718        0.302        0.013        0.000        2623034                     6813474                     0                           0                           96                37                
GPU 0     0.477        0.963        0.171        0.721        0.293        0.012        0.000        2563917                     6958883                     0                           0                           96                39                
GPU 0     0.500        0.964        0.172        0.717        0.309        0.012        0.000        2689761                     6709883                     0                           0                           96                39                
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.464        0.834        0.264        0.502        0.325        0.012        0.000        2671979                     6476257                     0                           0                           96                39                
GPU 0     0.500        0.963        0.170        0.728        0.298        0.012        0.000        2594077                     6697105                     0                           0                           96                39                
GPU 0     0.477        0.962        0.171        0.717        0.292        0.013        0.000        2604846                     7089801                     0                           0                           96                39                
