Completed 900 requests in 19.48s
Throughput: 46.20 requests/sec

#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        662125                      320273                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        785819                      331932                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.002        0.000        0.000        225456649                   2021301018                  0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.006        0.000        0.000        716321290                   7186966483                  0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.006        0.000        0.000        728211346                   5765955258                  0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.006        0.000        0.000        728211346                   5765955258                  0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        798954756                   7133978707                  0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        791420941                   7109978967                  0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        785612022                   7051241807                  0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        797077523                   7204365635                  0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        812076603                   7314805107                  0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        810099023                   7244419150                  0                           0                           35                1                 
GPU 0     0.000        0.000        0.000        0.000        0.002        0.000        0.000        232107032                   530710727                   0                           0                           35                1                 
GPU 0     0.000        0.000        0.000        0.000        0.002        0.000        0.000        232107032                   530710727                   0                           0                           35                1                 
GPU 0     0.000        0.000        0.000        0.000        0.005        0.000        0.000        580432829                   6883605286                  0                           0                           35                1                 
GPU 0     0.000        0.000        0.000        0.000        0.006        0.000        0.000        738942727                   6541820692                  0                           0                           35                1                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        746965390                   6820155807                  0                           0                           35                1                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        760399198                   6852220091                  0                           0                           35                1                 
GPU 0     0.000        0.000        0.000        0.000        0.006        0.000        0.000        738245064                   6593558515                  0                           0                           35                1                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        750133769                   6798440246                  0                           0                           35                1                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        766912026                   6871280832                  0                           0                           35                1                 
GPU 0     0.000        0.000        0.000        0.000        0.002        0.000        0.000        212383645                   310114008                   0                           0                           33                1                 
GPU 0     0.000        0.000        0.000        0.000        0.002        0.000        0.000        212383645                   310114008                   0                           0                           33                1                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.005        0.000        0.000        595716690                   7059032134                  0                           0                           33                1                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        797165349                   7169363359                  0                           0                           33                1                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        797648752                   7213468957                  0                           0                           33                1                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        796152902                   7126299654                  0                           0                           33                1                 
GPU 0     0.000        0.000        0.000        0.000        0.007        0.000        0.000        804118091                   7238780753                  0                           0                           33                1                 
GPU 0     0.000        0.000        0.000        0.000        0.008        0.000        0.000        856928100                   7838741289                  0                           0                           33                1                 
GPU 0     0.000        0.000        0.000        0.000        0.004        0.000        0.000        474849962                   4232609030                  0                           0                           33                1                 
GPU 0     0.000        0.000        0.000        0.000        0.004        0.000        0.000        474849962                   4232609030                  0                           0                           11                5                 
GPU 0     0.076        0.000        0.000        0.000        0.073        0.000        0.000        30867077                    41340435                    0                           0                           11                5                 
GPU 0     0.003        0.000        0.000        0.000        0.000        0.000        0.000        7049067                     33068675                    0                           0                           11                5                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        842358                      332480                      0                           0                           11                5                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        667345                      321387                      0                           0                           11                5                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        933146                      353293                      0                           0                           11                5                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        789778                      319051                      0                           0                           11                5                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        656798                      320221                      0                           0                           11                5                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        666726                      330443                      0                           0                           11                5                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        664918                      325698                      0                           0                           11                5                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        664918                      325698                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        709632                      341471                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        672307                      332086                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        687582                      335398                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        673313                      330903                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        655688                      323583                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        673933                      337682                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        666715                      325580                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676059                      332247                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676059                      332247                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        3458758                     2277353                     0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        3189780                     1930750                     0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        685341                      324537                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679373                      332564                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        680715                      327143                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        791166                      359394                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        665996                      324605                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        665996                      324605                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        666636                      331280                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676060                      331287                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        690405                      411985                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        669383                      330978                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676197                      331060                      0                           0                           0                 0                 
GPU 0     0.001        0.000        0.000        0.000        0.000        0.000        0.000        2044582                     1739335                     0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        1614669                     380155                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.003        0.000        0.000        0.000        0.000        0.000        0.000        1552776                     4107677                     0                           0                           0                 0                 
GPU 0     0.003        0.000        0.000        0.000        0.000        0.000        0.000        1552776                     4107677                     0                           0                           0                 0                 
GPU 0     0.005        0.000        0.000        0.000        0.000        0.000        0.000        6594983                     45197046                    0                           0                           0                 0                 
GPU 0     0.005        0.011        0.001        0.000        0.006        0.000        0.000        4782678                     16784204                    0                           0                           0                 0                 
GPU 0     0.007        0.000        0.000        0.000        0.009        0.000        0.000        1062533                     2174201                     0                           0                           0                 0                 
GPU 0     0.351        0.893        0.215        0.000        0.541        0.009        0.000        4862271                     21956803                    0                           0                           0                 0                 
GPU 0     0.224        0.000        0.000        0.000        0.425        0.000        0.000        3666185                     13442167                    0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        666578                      327178                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        658121                      321423                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        658121                      321423                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        769653                      351539                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        661348                      333346                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        656322                      333298                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        643890                      320315                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        786193                      339125                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        724498                      320497                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        660641                      320469                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        654268                      319355                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        654268                      319355                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        653568                      319269                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        764103                      351594                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        660159                      325927                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        654087                      313885                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        655168                      321383                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        803186                      345773                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        745861                      325916                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        682664                      332527                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        682664                      332527                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        683575                      338093                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679564                      331323                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        720702                      346202                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679397                      332554                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        680735                      325939                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        678036                      320542                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        742592                      359408                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679450                      331285                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679450                      331285                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        677386                      325867                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        686123                      325911                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        952256                      371114                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        807142                      325940                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        673524                      332647                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        673161                      331137                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        670567                      325885                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        725930                      340672                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        725930                      340672                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        668812                      331314                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679510                      325955                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        669833                      325781                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        683424                      330649                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        677543                      331295                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679366                      339191                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679385                      331303                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        815763                      351177                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        815763                      351177                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        752523                      331289                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        680678                      327183                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679435                      331268                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        670626                      332522                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        787915                      352811                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        672831                      331320                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679415                      332560                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        683391                      332554                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        683391                      332554                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        825693                      352378                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        739835                      324608                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        682137                      325910                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        670126                      319277                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676761                      325901                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        686179                      325938                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        667282                      325809                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        666046                      325883                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        666046                      325883                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        672775                      331306                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        728669                      347373                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676689                      327149                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        664626                      313795                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        660633                      320447                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        937542                      365695                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        805935                      324660                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679463                      332600                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        679463                      332600                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        667332                      325891                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        674011                      320492                      0                           0                           0                 0                 
#Entity   GRACT        SMACT        SMOCC        TENSO        DRAMA        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       GPUTL             MCUTL             
ID                                                                                                                                                                                                                                                       
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        726402                      340568                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        676568                      332510                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        3578239                     2377023                     0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        3362870                     2029308                     0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        807463                      351466                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        807463                      351466                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        666023                      325860                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        659306                      331246                      0                           0                           0                 0                 
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        0.000        669388                      325905                      0                           0                           0                 0                 
